Id,c_l4,g_l4
8770,4.5,457
8771,4.5,28293
8772,4.5,28293
8773,4.5,474
8774,4.5,4159
8775,4.5,22803
8776,4.5,3141
8777,4.5,2382
8778,4.5,212
8779,4.5,695
8780,4.5,8780
8781,4.5,13120
8782,4.5,7645
8783,4.5,36
8784,4.5,882
8785,4.5,6697
8786,4.5,8786
8787,4.5,415
8788,4.5,1063
8789,4.5,882
8790,4.5,1602
8791,4.5,212
8792,4.5,882
8793,4.5,3967
8794,4.5,8794
8795,4.5,85
8796,4.5,8796
8797,4.5,415
8798,4.5,812
8799,4.5,2943
8800,4.5,2421
8801,4.5,728
8802,4.5,1237
8803,4.5,8803
8804,4.5,8804
8805,4.5,12959
8806,4.5,89
8807,4.5,1122
8808,4.5,8808
8809,4.5,8809
8810,4.5,812
8811,4.5,415
8812,4.5,882
8813,4.5,1
8814,4.5,734
8815,4.5,8814
8816,4.5,3141
8817,4.5,150
8818,4.5,4237
8819,4.5,695
8820,4.5,1602
8821,4.5,8821
8822,4.5,1565
8823,4.5,6461
8824,4.5,8824
8825,4.5,796
8826,4.5,85
8827,4.5,425
8828,4.5,1063
8829,4.5,4923
8830,4.5,8830
8831,4.5,212
8832,4.5,780
8833,4.5,695
8834,4.5,979
8835,4.5,1063
8836,4.5,1602
8837,4.5,695
8838,4.5,1063
8839,4.5,8127
8840,4.5,8840
8841,4.5,8759
8842,4.5,73
8843,4.5,38
8844,4.5,85
8845,4.5,882
8846,4.5,1261
8847,4.5,8847
8848,4.5,13678
8849,4.5,695
8850,4.5,89
8851,4.5,170
8852,4.5,1122
8853,4.5,522
8854,4.5,425
8855,4.5,910
8856,4.5,8856
8857,4.5,212
8858,4.5,5926
8859,4.5,8859
8860,4.5,8859
8861,4.5,8861
8862,4.5,507
8863,4.5,2421
8864,4.5,1457
8865,4.5,1457
8866,4.5,882
8867,4.5,8867
8868,4.5,6951
8869,4.5,1248
8870,4.5,1248
8871,4.5,8871
8872,4.5,1602
8873,4.5,8873
8874,4.5,1596
8875,4.5,5454
8876,4.5,8876
8877,4.5,957
8878,4.5,1431
8879,4.5,85
8880,4.5,212
8881,4.5,3967
8882,4.5,2421
8883,4.5,2421
8884,4.5,85
8885,4.5,796
8886,4.5,2421
8887,4.5,8887
8888,4.5,4671
8889,4.5,11815
8890,4.5,812
8891,4.5,8891
8892,4.5,8892
8893,4.5,8892
8894,4.5,1292
8895,4.5,957
8896,4.5,1122
8897,4.5,76
8898,4.5,8898
8899,4.5,1981
8900,4.5,8900
8901,4.5,8901
8902,4.5,1
8903,4.5,1248
8904,4.5,76
8905,4.5,150
8906,4.5,8906
8907,4.5,5933
8908,4.5,5933
8909,4.5,6558
8910,4.5,4237
8911,4.5,8911
8912,4.5,83
8913,4.5,5926
8914,4.5,8914
8915,4.5,8915
8916,4.5,8916
8917,4.5,212
8918,4.5,1457
8919,4.5,85
8920,4.5,150
8921,4.5,5926
8922,4.5,66
8923,4.5,695
8924,4.5,345
8925,4.5,23390
8926,4.5,8926
8927,4.5,1063
8928,4.5,1
8929,4.5,1602
8930,4.5,7645
8931,4.5,1602
8932,4.5,1602
8933,4.5,711
8934,4.5,85
8935,4.5,8935
8936,4.5,8937
8937,4.5,8937
8938,4.5,2421
8939,4.5,1602
8940,4.5,83
8941,4.5,3141
8942,4.5,1602
8943,4.5,711
8944,4.5,8945
8945,4.5,8945
8946,4.5,425
8947,4.5,1383
8948,4.5,3967
8949,4.5,812
8950,4.5,695
8951,4.5,8951
8952,4.5,415
8953,4.5,415
8954,4.5,1261
8955,4.5,1
8956,4.5,8957
8957,4.5,8957
8958,4.5,13107
8959,4.5,425
8960,4.5,1063
8961,4.5,425
8962,4.5,1479
8963,4.5,1479
8964,4.5,415
8965,4.5,1122
8966,4.5,2775
8967,4.5,3101
8968,4.5,1
8969,4.5,8969
8970,4.5,345
8971,4.5,3141
8972,4.5,556
8973,4.5,3998
8974,4.5,8973
8975,4.5,5926
8976,4.5,421
8977,4.5,76
8978,4.5,1457
8979,4.5,695
8980,4.5,8980
8981,4.5,8980
8982,4.5,94
8983,4.5,556
8984,4.5,882
8985,4.5,212
8986,4.5,695
8987,4.5,1063
8988,4.5,2108
8989,4.5,2421
8990,4.5,728
8991,4.5,425
8992,4.5,415
8993,4.5,1
8994,4.5,695
8995,4.5,796
8996,4.5,487
8997,4.5,3141
8998,4.5,3141
8999,4.5,957
9000,4.5,796
9001,4.5,1776
9002,4.5,361
9003,4.5,882
9004,4.5,85
9005,4.5,1602
9006,4.5,177
9007,4.5,1602
9008,4.5,9008
9009,4.5,1248
9010,4.5,9010
9011,4.5,9011
9012,4.5,882
9013,4.5,9013
9014,4.5,9015
9015,4.5,3679
9016,4.5,9016
9017,4.5,2775
9018,4.5,1678
9019,4.5,9019
9020,4.5,3141
9021,4.5,9021
9022,4.5,9021
9023,4.5,1217
9024,4.5,9024
9025,4.5,1248
9026,4.5,9026
9027,4.5,910
9028,4.5,6838
9029,4.5,910
9030,4.5,9031
9031,4.5,9031
9032,4.5,6094
9033,4.5,910
9034,4.5,9034
9035,4.5,34183
9036,4.5,425
9037,4.5,85
9038,4.5,212
9039,4.5,1158
9040,4.5,31633
9041,4.5,733
9042,4.5,796
9043,4.5,2515
9044,4.5,9044
9045,4.5,5926
9046,4.5,11899
9047,4.5,3141
9048,4.5,9048
9049,4.5,10527
9050,4.5,1063
9051,4.5,3213
9052,4.5,111
9053,4.5,7231
9054,4.5,212
9055,4.5,212
9056,4.5,425
9057,4.5,1248
9058,4.5,9058
9059,4.5,2169
9060,4.5,775
9061,4.5,812
9062,4.5,9062
9063,4.5,8575
9064,4.5,1457
9065,4.5,351
9066,4.5,957
9067,4.5,882
9068,4.5,4039
9069,4.5,1063
9070,4.5,487
9071,4.5,812
9072,4.5,1237
9073,4.5,695
9074,4.5,9074
9075,4.5,653
9076,4.5,9076
9077,4.5,9076
9078,4.5,22846
9079,4.5,910
9080,4.5,474
9081,4.5,1602
9082,4.5,1
9083,4.5,85
9084,4.5,94
9085,4.5,695
9086,4.5,695
9087,4.5,522
9088,4.5,1598
9089,4.5,212
9090,4.5,695
9091,4.5,695
9092,4.5,1914
9093,4.5,1552
9094,4.5,133
9095,4.5,1
9096,4.5,1598
9097,4.5,3141
9098,4.5,404
9099,4.5,425
9100,4.5,487
9101,4.5,910
9102,4.5,9102
9103,4.5,957
9104,4.5,9212
9105,4.5,2246
9106,4.5,17711
9107,4.5,17711
9108,4.5,9108
9109,4.5,9109
9110,4.5,695
9111,4.5,9111
9112,4.5,421
9113,4.5,9113
9114,4.5,1457
9115,4.5,421
9116,4.5,2421
9117,4.5,695
9118,4.5,1248
9119,4.5,400
9120,4.5,1
9121,4.5,212
9122,4.5,1261
9123,4.5,2775
9124,4.5,1602
9125,4.5,1063
9126,4.5,695
9127,4.5,695
9128,4.5,695
9129,4.5,1678
9130,4.5,1248
9131,4.5,3966
9132,4.5,1602
9133,4.5,1122
9134,4.5,910
9135,4.5,695
9136,4.5,910
9137,4.5,711
9138,4.5,1602
9139,4.5,9139
9140,4.5,2055
9141,4.5,9141
9142,4.5,5926
9143,4.5,1457
9144,4.5,9144
9145,4.5,1
9146,4.5,1
9147,4.5,1122
9148,4.5,9148
9149,4.5,507
9150,4.5,1248
9151,4.5,2421
9152,4.5,85
9153,4.5,351
9154,4.5,415
9155,4.5,9155
9156,4.5,796
9157,4.5,212
9158,4.5,45943
9159,4.5,910
9160,4.5,5926
9161,4.5,170
9162,4.5,4504
9163,4.5,1175
9164,4.5,1
9165,4.5,15897
9166,4.5,812
9167,4.5,9168
9168,4.5,9167
9169,4.5,351
9170,4.5,3960
9171,4.5,505
9172,4.5,1565
9173,4.5,2421
9174,4.5,85
9175,4.5,1248
9176,4.5,9176
9177,4.5,543
9178,4.5,882
9179,4.5,345
9180,4.5,1394
9181,4.5,1602
9182,4.5,5926
9183,4.5,7645
9184,4.5,7645
9185,4.5,66
9186,4.5,1602
9187,4.5,76
9188,4.5,1
9189,4.5,425
9190,4.5,2335
9191,4.5,5597
9192,4.5,1063
9193,4.5,1122
9194,4.5,9194
9195,4.5,5919
9196,4.5,653
9197,4.5,457
9198,4.5,351
9199,4.5,38
9200,4.5,1063
9201,4.5,882
9202,4.5,695
9203,4.5,1
9204,4.5,29990
9205,4.5,425
9206,4.5,2647
9207,4.5,2647
9208,4.5,1457
9209,4.5,425
9210,4.5,5574
9211,4.5,5374
9212,4.5,1951
9213,4.5,2421
9214,4.5,2421
9215,4.5,474
9216,4.5,796
9217,4.5,9217
9218,4.5,1402
9219,4.5,9219
9220,4.5,1063
9221,4.5,9221
9222,4.5,2043
9223,4.5,421
9224,4.5,3141
9225,4.5,1248
9226,4.5,538
9227,4.5,8335
9228,4.5,556
9229,4.5,425
9230,4.5,9230
9231,4.5,19546
9232,4.5,10009
9233,4.5,7645
9234,4.5,9234
9235,4.5,9235
9236,4.5,4301
9237,4.5,695
9238,4.5,653
9239,4.5,653
9240,4.5,474
9241,4.5,9241
9242,4.5,4911
9243,4.5,415
9244,4.5,425
9245,4.5,653
9246,4.5,9246
9247,4.5,1751
9248,4.5,9248
9249,4.5,1122
9250,4.5,23390
9251,4.5,9190
9252,4.5,1345
9253,4.5,85
9254,4.5,812
9255,4.5,812
9256,4.5,2382
9257,4.5,70
9258,4.5,3141
9259,4.5,653
9260,4.5,1366
9261,4.5,957
9262,4.5,14272
9263,4.5,1248
9264,4.5,457
9265,4.5,957
9266,4.5,812
9267,4.5,212
9268,4.5,425
9269,4.5,425
9270,4.5,695
9271,4.5,9272
9272,4.5,9271
9273,4.5,1771
9274,4.5,9275
9275,4.5,9275
9276,4.5,7007
9277,4.5,1887
9278,4.5,9278
9279,4.5,1248
9280,4.5,11263
9281,4.5,38
9282,4.5,812
9283,4.5,9283
9284,4.5,70
9285,4.5,11102
9286,4.5,6546
9287,4.5,522
9288,4.5,873
9289,4.5,1
9290,4.5,27
9291,4.5,638
9292,4.5,957
9293,4.5,85
9294,4.5,695
9295,4.5,9295
9296,4.5,1596
9297,4.5,9297
9298,4.5,5374
9299,4.5,9299
9300,4.5,1602
9301,4.5,9301
9302,4.5,9302
9303,4.5,9303
9304,4.5,9304
9305,4.5,1122
9306,4.5,487
9307,4.5,11062
9308,4.5,425
9309,4.5,695
9310,4.5,1713
9311,4.5,9311
9312,4.5,1063
9313,4.5,9314
9314,4.5,9314
9315,4.5,425
9316,4.5,425
9317,4.5,1673
9318,4.5,212
9319,4.5,85
9320,4.5,94
9321,4.5,839
9322,4.5,12447
9323,4.5,9323
9324,4.5,9324
9325,4.5,421
9326,4.5,728
9327,4.5,14264
9328,4.5,9327
9329,4.5,1
9330,4.5,9330
9331,4.5,9330
9332,4.5,14045
9333,4.5,212
9334,4.5,695
9335,4.5,957
9336,4.5,695
9337,4.5,9337
9338,4.5,882
9339,4.5,1
9340,4.5,957
9341,4.5,425
9342,4.5,4237
9343,4.5,16563
9344,4.5,16563
9345,4.5,16639
9346,4.5,910
9347,4.5,799
9348,4.5,5919
9349,4.5,1122
9350,4.5,2234
9351,4.5,89
9352,4.5,1248
9353,4.5,711
9354,4.5,1598
9355,4.5,85
9356,4.5,1248
9357,4.5,3141
9358,4.5,9359
9359,4.5,9359
9360,4.5,349
9361,4.5,9362
9362,4.5,30436
9363,4.5,9363
9364,4.5,9364
9365,4.5,1063
9366,4.5,5926
9367,4.5,425
9368,4.5,12025
9369,4.5,957
9370,4.5,1205
9371,4.5,9371
9372,4.5,70
9373,4.5,3119
9374,4.5,711
9375,4.5,9375
9376,4.5,1248
9377,4.5,9377
9378,4.5,1063
9379,4.5,425
9380,4.5,9380
9381,4.5,133
9382,4.5,17764
9383,4.5,17764
9384,4.5,9384
9385,4.5,5926
9386,4.5,695
9387,4.5,1774
9388,4.5,85
9389,4.5,85
9390,4.5,208
9391,4.5,2775
9392,4.5,177
9393,4.5,1662
9394,4.5,556
9395,4.5,1602
9396,4.5,12500
9397,4.5,12500
9398,4.5,2043
9399,4.5,2043
9400,4.5,1248
9401,4.5,1248
9402,4.5,5926
9403,4.5,4659
9404,4.5,4659
9405,4.5,1122
9406,4.5,1248
9407,4.5,9407
9408,4.5,9408
9409,4.5,65
9410,4.5,3957
9411,4.5,9411
9412,4.5,3141
9413,4.5,124
9414,4.5,5515
9415,4.5,9415
9416,4.5,796
9417,4.5,5985
9418,4.5,1602
9419,4.5,695
9420,4.5,695
9421,4.5,1565
9422,4.5,9422
9423,4.5,425
9424,4.5,695
9425,4.5,957
9426,4.5,9426
9427,4.5,538
9428,4.5,212
9429,4.5,3141
9430,4.5,9430
9431,4.5,4312
9432,4.5,1749
9433,4.5,812
9434,4.5,9434
9435,4.5,695
9436,4.5,695
9437,4.5,212
9438,4.5,3191
9439,4.5,2639
9440,4.5,415
9441,4.5,3967
9442,4.5,421
9443,4.5,957
9444,4.5,910
9445,4.5,9445
9446,4.5,150
9447,4.5,9447
9448,4.5,711
9449,4.5,1336
9450,4.5,882
9451,4.5,1237
9452,4.5,1063
9453,4.5,2292
9454,4.5,425
9455,4.5,9456
9456,4.5,9456
9457,4.5,882
9458,4.5,415
9459,4.5,425
9460,4.5,957
9461,4.5,2421
9462,4.5,4726
9463,4.5,1457
9464,4.5,212
9465,4.5,2070
9466,4.5,487
9467,4.5,695
9468,4.5,440
9469,4.5,381
9470,4.5,151
9471,4.5,3141
9472,4.5,212
9473,4.5,170
9474,4.5,9475
9475,4.5,9474
9476,4.5,1
9477,4.5,1552
9478,4.5,7471
9479,4.5,1237
9480,4.5,957
9481,4.5,910
9482,4.5,796
9483,4.5,38
9484,4.5,425
9485,4.5,7509
9486,4.5,9486
9487,4.5,5926
9488,4.5,695
9489,4.5,1457
9490,4.5,9490
9491,4.5,9687
9492,4.5,957
9493,4.5,695
9494,4.5,910
9495,4.5,812
9496,4.5,9497
9497,4.5,9497
9498,4.5,796
9499,4.5,910
9500,4.5,1345
9501,4.5,415
9502,4.5,9502
9503,4.5,1122
9504,4.5,474
9505,4.5,6728
9506,4.5,3185
9507,4.5,9507
9508,4.5,70
9509,4.5,9510
9510,4.5,9510
9511,4.5,653
9512,4.5,2421
9513,4.5,1237
9514,4.5,9514
9515,4.5,16563
9516,4.5,9516
9517,4.5,8413
9518,4.5,1122
9519,4.5,1122
9520,4.5,9520
9521,4.5,1602
9522,4.5,796
9523,4.5,796
9524,4.5,9524
9525,4.5,1122
9526,4.5,9526
9527,4.5,9527
9528,4.5,957
9529,4.5,979
9530,4.5,7645
9531,4.5,9531
9532,4.5,151
9533,4.5,839
9534,4.5,823
9535,4.5,1063
9536,4.5,6674
9537,4.5,1237
9538,4.5,5343
9539,4.5,507
9540,4.5,1063
9541,4.5,9541
9542,4.5,69
9543,4.5,212
9544,4.5,425
9545,4.5,151
9546,4.5,7483
9547,4.5,1
9548,4.5,1307
9549,4.5,474
9550,4.5,1063
9551,4.5,3141
9552,4.5,212
9553,4.5,9553
9554,4.5,9554
9555,4.5,812
9556,4.5,812
9557,4.5,1457
9558,4.5,1063
9559,4.5,9559
9560,4.5,9560
9561,4.5,1122
9562,4.5,351
9563,4.5,3967
9564,4.5,6469
9565,4.5,3888
9566,4.5,2499
9567,4.5,1
9568,4.5,9568
9569,4.5,882
9570,4.5,9570
9571,4.5,9570
9572,4.5,425
9573,4.5,1602
9574,4.5,695
9575,4.5,9575
9576,4.5,1662
9577,4.5,9577
9578,4.5,1971
9579,4.5,6155
9580,4.5,1457
9581,4.5,556
9582,4.5,9583
9583,4.5,9583
9584,4.5,212
9585,4.5,1727
9586,4.5,2421
9587,4.5,85
9588,4.5,9588
9589,4.5,9589
9590,4.5,1662
9591,4.5,2268
9592,4.5,9592
9593,4.5,6513
9594,4.5,9594
9595,4.5,711
9596,4.5,9597
9597,4.5,9596
9598,4.5,425
9599,4.5,1602
9600,4.5,9600
9601,4.5,3673
9602,4.5,421
9603,4.5,812
9604,4.5,556
9605,4.5,7645
9606,4.5,1555
9607,4.5,695
9608,4.5,1122
9609,4.5,9609
9610,4.5,94
9611,4.5,10747
9612,4.5,1248
9613,4.5,9613
9614,4.5,1981
9615,4.5,1602
9616,4.5,1063
9617,4.5,1122
9618,4.5,9618
9619,4.5,1565
9620,4.5,9620
9621,4.5,3141
9622,4.5,2421
9623,4.5,212
9624,4.5,3960
9625,4.5,695
9626,4.5,1625
9627,4.5,425
9628,4.5,421
9629,4.5,711
9630,4.5,910
9631,4.5,474
9632,4.5,695
9633,4.5,695
9634,4.5,2546
9635,4.5,2546
9636,4.5,1
9637,4.5,9637
9638,4.5,1063
9639,4.5,1552
9640,4.5,9640
9641,4.5,9641
9642,4.5,1063
9643,4.5,5438
9644,4.5,796
9645,4.5,5341
9646,4.5,9646
9647,4.5,13682
9648,4.5,4767
9649,4.5,1
9650,4.5,7332
9651,4.5,3553
9652,4.5,9653
9653,4.5,9653
9654,4.5,2421
9655,4.5,425
9656,4.5,1933
9657,4.5,85
9658,4.5,1261
9659,4.5,1217
9660,4.5,212
9661,4.5,212
9662,4.5,1602
9663,4.5,212
9664,4.5,415
9665,4.5,2421
9666,4.5,415
9667,4.5,3499
9668,4.5,2421
9669,4.5,2421
9670,4.5,1887
9671,4.5,812
9672,4.5,14470
9673,4.5,212
9674,4.5,212
9675,4.5,7670
9676,4.5,1345
9677,4.5,4159
9678,4.5,695
9679,4.5,1248
9680,4.5,150
9681,4.5,9681
9682,4.5,3598
9683,4.5,9683
9684,4.5,957
9685,4.5,9685
9686,4.5,3101
9687,4.5,1566
9688,4.5,796
9689,4.5,212
9690,4.5,556
9691,4.5,1248
9692,4.5,1248
9693,4.5,212
9694,4.5,11670
9695,4.5,9695
9696,4.5,1789
9697,4.5,2421
9698,4.5,76
9699,4.5,1457
9700,4.5,1237
9701,4.5,2421
9702,4.5,4659
9703,4.5,522
9704,4.5,170
9705,4.5,9250
9706,4.5,2421
9707,4.5,1217
9708,4.5,728
9709,4.5,36
9710,4.5,2421
9711,4.5,6973
9712,4.5,94
9713,4.5,695
9714,4.5,695
9715,4.5,12821
9716,4.5,2421
9717,4.5,9717
9718,4.5,9718
9719,4.5,9719
9720,4.5,1167
9721,4.5,212
9722,4.5,695
9723,4.5,711
9724,4.5,796
9725,4.5,2775
9726,4.5,9726
9727,4.5,9727
9728,4.5,5926
9729,4.5,695
9730,4.5,212
9731,4.5,151
9732,4.5,695
9733,4.5,18206
9734,4.5,18206
9735,4.5,1
9736,4.5,695
9737,4.5,775
9738,4.5,9738
9739,4.5,695
9740,4.5,1208
9741,4.5,9741
9742,4.5,28890
9743,4.5,711
9744,4.5,9744
9745,4.5,425
9746,4.5,34803
9747,4.5,34803
9748,4.5,36
9749,4.5,212
9750,4.5,70
9751,4.5,170
9752,4.5,2421
9753,4.5,631
9754,4.5,2421
9755,4.5,3967
9756,4.5,3967
9757,4.5,89
9758,4.5,9758
9759,4.5,85
9760,4.5,9760
9761,4.5,1248
9762,4.5,695
9763,4.5,9763
9764,4.5,8493
9765,4.5,425
9766,4.5,1422
9767,4.5,9768
9768,4.5,9768
9769,4.5,425
9770,4.5,1024
9771,4.5,345
9772,4.5,76
9773,4.5,9773
9774,4.5,17638
9775,4.5,76
9776,4.5,76
9777,4.5,10378
9778,4.5,859
9779,4.5,9779
9780,4.5,3967
9781,4.5,9781
9782,4.5,9781
9783,4.5,85
9784,4.5,1063
9785,4.5,695
9786,4.5,1248
9787,4.5,695
9788,4.5,212
9789,4.5,2421
9790,4.5,421
9791,4.5,9791
9792,4.5,415
9793,4.5,9792
9794,4.5,1602
9795,4.5,1495
9796,4.5,9704
9797,4.5,1237
9798,4.5,889
9799,4.5,1122
9800,4.5,1237
9801,4.5,9801
9802,4.5,85
9803,4.5,910
9804,4.5,212
9805,4.5,302
9806,4.5,1457
9807,4.5,1774
9808,4.5,20
9809,4.5,1602
9810,4.5,812
9811,4.5,9811
9812,4.5,70
9813,4.5,1063
9814,4.5,9814
9815,4.5,9815
9816,4.5,9816
9817,4.5,695
9818,4.5,85
9819,4.5,2846
9820,4.5,1
9821,4.5,2421
9822,4.5,474
9823,4.5,212
9824,4.5,711
9825,4.5,1248
9826,4.5,9826
9827,4.5,9826
9828,4.5,9828
9829,4.5,9829
9830,4.5,5429
9831,4.5,882
9832,4.5,2421
9833,4.5,9833
9834,4.5,1602
9835,4.5,9835
9836,4.5,695
9837,4.5,9837
9838,4.5,425
9839,4.5,1063
9840,4.5,85
9841,4.5,2463
9842,4.5,421
9843,4.5,1248
9844,4.5,6730
9845,4.5,9845
9846,4.5,1248
9847,4.5,457
9848,4.5,12185
9849,4.5,85
9850,4.5,2634
9851,4.5,3141
9852,4.5,11670
9853,4.5,415
9854,4.5,1565
9855,4.5,212
9856,4.5,812
9857,4.5,345
9858,4.5,85
9859,4.5,1063
9860,4.5,1217
9861,4.5,9861
9862,4.5,1602
9863,4.5,425
9864,4.5,1
9865,4.5,9865
9866,4.5,9866
9867,4.5,4911
9868,4.5,695
9869,4.5,9869
9870,4.5,9869
9871,4.5,1602
9872,4.5,9872
9873,4.5,1063
9874,4.5,1
9875,4.5,910
9876,4.5,4866
9877,4.5,1
9878,4.5,1598
9879,4.5,1596
9880,4.5,1248
9881,4.5,910
9882,4.5,5343
9883,4.5,85
9884,4.5,11263
9885,4.5,4237
9886,4.5,2144
9887,4.5,10462
9888,4.5,9888
9889,4.5,556
9890,4.5,695
9891,4.5,957
9892,4.5,1457
9893,4.5,2222
9894,4.5,9894
9895,4.5,425
9896,4.5,1087
9897,4.5,24
9898,4.5,85
9899,4.5,1602
9900,4.5,796
9901,4.5,2003
9902,4.5,1248
9903,4.5,1122
9904,4.5,2421
9905,4.5,9905
9906,4.5,474
9907,4.5,212
9908,4.5,1063
9909,4.5,1217
9910,4.5,487
9911,4.5,9911
9912,4.5,9912
9913,4.5,9913
9914,4.5,425
9915,4.5,1596
9916,4.5,1063
9917,4.5,1
9918,4.5,9917
9919,4.5,9919
9920,4.5,1122
9921,4.5,3967
9922,4.5,2421
9923,4.5,425
9924,4.5,5240
9925,4.5,421
9926,4.5,425
9927,4.5,5347
9928,4.5,474
9929,4.5,882
9930,4.5,6334
9931,4.5,212
9932,4.5,13107
9933,4.5,9933
9934,4.5,4170
9935,4.5,76
9936,4.5,9936
9937,4.5,3668
9938,4.5,3668
9939,4.5,695
9940,4.5,1122
9941,4.5,1457
9942,4.5,1237
9943,4.5,9943
9944,4.5,1602
9945,4.5,10410
9946,4.5,7645
9947,4.5,150
9948,4.5,4726
9949,4.5,695
9950,4.5,1248
9951,4.5,9951
9952,4.5,69
9953,4.5,425
9954,4.5,1248
9955,4.5,9955
9956,4.5,2719
9957,4.5,653
9958,4.5,1
9959,4.5,695
9960,4.5,425
9961,4.5,6312
9962,4.5,9623
9963,4.5,2234
9964,4.5,556
9965,4.5,425
9966,4.5,76
9967,4.5,1345
9968,4.5,212
9969,4.5,76
9970,4.5,18106
9971,4.5,9971
9972,4.5,5077
9973,4.5,5343
9974,4.5,5343
9975,4.5,1602
9976,4.5,3141
9977,4.5,1122
9978,4.5,695
9979,4.5,796
9980,4.5,212
9981,4.5,796
9982,4.5,1
9983,4.5,20
9984,4.5,9984
9985,4.5,6674
9986,4.5,1477
9987,4.5,3141
9988,4.5,3101
9989,4.5,212
9990,4.5,5695
9991,4.5,9456
9992,4.5,812
9993,4.5,9993
9994,4.5,177
9995,4.5,421
9996,4.5,882
9997,4.5,695
9998,4.5,653
9999,4.5,1457
10000,4.5,882
10001,4.5,1229
10002,4.5,10002
10003,4.5,695
10004,4.5,3141
10005,4.5,474
10006,4.5,10006
10007,4.5,1774
10008,4.5,839
10009,4.5,4222
10010,4.5,69
10011,4.5,10011
10012,4.5,1602
10013,4.5,1457
10014,4.5,695
10015,4.5,20106
10016,4.5,10015
10017,4.5,1122
10018,4.5,695
10019,4.5,212
10020,4.5,10020
10021,4.5,212
10022,4.5,10022
10023,4.5,10022
10024,4.5,910
10025,4.5,1310
10026,4.5,1310
10027,4.5,10027
10028,4.5,2448
10029,4.5,1602
10030,4.5,6036
10031,4.5,400
10032,4.5,295
10033,4.5,76
10034,4.5,5002
10035,4.5,10035
10036,4.5,3422
10037,4.5,10037
10038,4.5,76
10039,4.5,10039
10040,4.5,10315
10041,4.5,36
10042,4.5,957
10043,4.5,5109
10044,4.5,5919
10045,4.5,10045
10046,4.5,10046
10047,4.5,212
10048,4.5,4789
10049,4.5,882
10050,4.5,10050
10051,4.5,1237
10052,4.5,5926
10053,4.5,695
10054,4.5,425
10055,4.5,425
10056,4.5,12507
10057,4.5,12507
10058,4.5,10058
10059,4.5,15775
10060,4.5,775
10061,4.5,3679
10062,4.5,5919
10063,4.5,1743
10064,4.5,10064
10065,4.5,2421
10066,4.5,1
10067,4.5,70
10068,4.5,212
10069,4.5,2421
10070,4.5,1248
10071,4.5,9781
10072,4.5,1602
10073,4.5,85
10074,4.5,1217
10075,4.5,1248
10076,4.5,1063
10077,4.5,775
10078,4.5,775
10079,4.5,1602
10080,4.5,89
10081,4.5,812
10082,4.5,85
10083,4.5,882
10084,4.5,12447
10085,4.5,32459
10086,4.5,3967
10087,4.5,796
10088,4.5,3141
10089,4.5,76
10090,4.5,425
10091,4.5,695
10092,4.5,957
10093,4.5,2186
10094,4.5,10094
10095,4.5,711
10096,4.5,5926
10097,4.5,812
10098,4.5,695
10099,4.5,507
10100,4.5,2217
10101,4.5,3141
10102,4.5,1063
10103,4.5,1
10104,4.5,695
10105,4.5,10106
10106,4.5,10106
10107,4.5,1602
10108,4.5,2775
10109,4.5,5926
10110,4.5,796
10111,4.5,855
10112,4.5,85
10113,4.5,812
10114,4.5,889
10115,4.5,2421
10116,4.5,10116
10117,4.5,685
10118,4.5,839
10119,4.5,2421
10120,4.5,1751
10121,4.5,1602
10122,4.5,76
10123,4.5,1217
10124,4.5,1248
10125,4.5,1
10126,4.5,10126
10127,4.5,711
10128,4.5,769
10129,4.5,695
10130,4.5,957
10131,4.5,515
10132,4.5,415
10133,4.5,1261
10134,4.5,1175
10135,4.5,10135
10136,4.5,5343
10137,4.5,695
10138,4.5,695
10139,4.5,6667
10140,4.5,796
10141,4.5,10141
10142,4.5,5926
10143,4.5,7645
10144,4.5,728
10145,4.5,425
10146,4.5,3807
10147,4.5,3807
10148,4.5,133
10149,4.5,2421
10150,4.5,415
10151,4.5,212
10152,4.5,1248
10153,4.5,15291
10154,4.5,1063
10155,4.5,7476
10156,4.5,345
10157,4.5,1217
10158,4.5,7645
10159,4.5,695
10160,4.5,695
10161,4.5,957
10162,4.5,23263
10163,4.5,10163
10164,4.5,28301
10165,4.5,1122
10166,4.5,6973
10167,4.5,6973
10168,4.5,212
10169,4.5,882
10170,4.5,6334
10171,4.5,1063
10172,4.5,1063
10173,4.5,796
10174,4.5,695
10175,4.5,10175
10176,4.5,3141
10177,4.5,695
10178,4.5,10178
10179,4.5,2421
10180,4.5,10180
10181,4.5,7965
10182,4.5,812
10183,4.5,910
10184,4.5,796
10185,4.5,32844
10186,4.5,83
10187,4.5,10187
10188,4.5,10187
10189,4.5,5926
10190,4.5,1602
10191,4.5,5
10192,4.5,3967
10193,4.5,5343
10194,4.5,957
10195,4.5,10195
10196,4.5,29231
10197,4.5,3141
10198,4.5,1248
10199,4.5,212
10200,4.5,882
10201,4.5,5109
10202,4.5,6755
10203,4.5,4159
10204,4.5,36
10205,4.5,2846
10206,4.5,5926
10207,4.5,1
10208,4.5,5926
10209,4.5,882
10210,4.5,15623
10211,4.5,10211
10212,4.5,69
10213,4.5,3383
10214,4.5,2421
10215,4.5,1602
10216,4.5,728
10217,4.5,425
10218,4.5,425
10219,4.5,10219
10220,4.5,2775
10221,4.5,957
10222,4.5,1229
10223,4.5,10223
10224,4.5,4159
10225,4.5,5343
10226,4.5,775
