Id,c_l4,g_l4
36883,4.5,882
36884,4.5,6621
36885,4.5,8535
36886,4.5,76
36887,4.5,3141
36888,4.5,1565
36889,4.5,36889
36890,4.5,212
36891,4.5,2421
36892,4.5,3807
36893,4.5,695
36894,4.5,3769
36895,4.5,695
36896,4.5,823
36897,4.5,1248
36898,4.5,1602
36899,4.5,5926
36900,4.5,812
36901,4.5,17814
36902,4.5,4593
36903,4.5,910
36904,4.5,863
36905,4.5,695
36906,4.5,17800
36907,4.5,695
36908,4.5,4659
36909,4.5,1602
36910,4.5,425
36911,4.5,507
36912,4.5,2359
36913,4.5,979
36914,4.5,29265
36915,4.5,415
36916,4.5,1
36917,4.5,1
36918,4.5,695
36919,4.5,36919
36920,4.5,3181
36921,4.5,1
36922,4.5,212
36923,4.5,2057
36924,4.5,415
36925,4.5,404
36926,4.5,1248
36927,4.5,400
36928,4.5,1122
36929,4.5,695
36930,4.5,1122
36931,4.5,13525
36932,4.5,5562
36933,4.5,5
36934,4.5,19049
36935,4.5,957
36936,4.5,711
36937,4.5,2775
36938,4.5,1122
36939,4.5,1063
36940,4.5,36940
36941,4.5,957
36942,4.5,1063
36943,4.5,3119
36944,4.5,2421
36945,4.5,12185
36946,4.5,11263
36947,4.5,36947
36948,4.5,2775
36949,4.5,415
36950,4.5,4710
36951,4.5,1378
36952,4.5,5343
36953,4.5,695
36954,4.5,653
36955,4.5,2421
36956,4.5,1248
36957,4.5,415
36958,4.5,812
36959,4.5,1418
36960,4.5,85
36961,4.5,1217
36962,4.5,556
36963,4.5,89
36964,4.5,5926
36965,4.5,85
36966,4.5,653
36967,4.5,2043
36968,4.5,212
36969,4.5,3967
36970,4.5,85
36971,4.5,1251
36972,4.5,36972
36973,4.5,2222
36974,4.5,697
36975,4.5,18774
36976,4.5,957
36977,4.5,36977
36978,4.5,170
36979,4.5,695
36980,4.5,76
36981,4.5,889
36982,4.5,695
36983,4.5,22694
36984,4.5,1
36985,4.5,415
36986,4.5,728
36987,4.5,1602
36988,4.5,695
36989,4.5,957
36990,4.5,653
36991,4.5,3141
36992,4.5,12541
36993,4.5,1237
36994,4.5,36994
36995,4.5,7645
36996,4.5,812
36997,4.5,415
36998,4.5,910
36999,4.5,421
37000,4.5,1
37001,4.5,1
37002,4.5,695
37003,4.5,415
37004,4.5,9183
37005,4.5,212
37006,4.5,1602
37007,4.5,1229
37008,4.5,25258
37009,4.5,1122
37010,4.5,425
37011,4.5,3051
37012,4.5,3141
37013,4.5,1
37014,4.5,37015
37015,4.5,37015
37016,4.5,1457
37017,4.5,415
37018,4.5,1125
37019,4.5,151
37020,4.5,425
37021,4.5,425
37022,4.5,910
37023,4.5,910
37024,4.5,212
37025,4.5,18022
37026,4.5,1457
37027,4.5,1063
37028,4.5,400
37029,4.5,212
37030,4.5,2398
37031,4.5,2935
37032,4.5,212
37033,4.5,425
37034,4.5,1919
37035,4.5,487
37036,4.5,212
37037,4.5,7611
37038,4.5,425
37039,4.5,5926
37040,4.5,1971
37041,4.5,1565
37042,4.5,2775
37043,4.5,421
37044,4.5,3141
37045,4.5,1056
37046,4.5,695
37047,4.5,823
37048,4.5,1603
37049,4.5,10178
37050,4.5,70
37051,4.5,25036
37052,4.5,2234
37053,4.5,1602
37054,4.5,1565
37055,4.5,13525
37056,4.5,695
37057,4.5,415
37058,4.5,212
37059,4.5,73
37060,4.5,425
37061,4.5,653
37062,4.5,2222
37063,4.5,1063
37064,4.5,212
37065,4.5,85
37066,4.5,12416
37067,4.5,7212
37068,4.5,1602
37069,4.5,2217
37070,4.5,1457
37071,4.5,37071
37072,4.5,29451
37073,4.5,212
37074,4.5,26710
37075,4.5,2763
37076,4.5,30477
37077,4.5,37077
37078,4.5,69
37079,4.5,212
37080,4.5,425
37081,4.5,1565
37082,4.5,711
37083,4.5,1457
37084,4.5,1248
37085,4.5,69
37086,4.5,37086
37087,4.5,1602
37088,4.5,957
37089,4.5,212
37090,4.5,2421
37091,4.5,653
37092,4.5,5926
37093,4.5,695
37094,4.5,10623
37095,4.5,1602
37096,4.5,1598
37097,4.5,5926
37098,4.5,37098
37099,4.5,37098
37100,4.5,361
37101,4.5,695
37102,4.5,695
37103,4.5,5926
37104,4.5,70
37105,4.5,1552
37106,4.5,37106
37107,4.5,556
37108,4.5,1598
37109,4.5,487
37110,4.5,212
37111,4.5,133
37112,4.5,7839
37113,4.5,37113
37114,4.5,6428
37115,4.5,425
37116,4.5,3141
37117,4.5,37117
37118,4.5,23199
37119,4.5,14876
37120,4.5,3141
37121,4.5,37121
37122,4.5,5926
37123,4.5,4390
37124,4.5,26653
37125,4.5,3407
37126,4.5,1602
37127,4.5,37127
37128,4.5,8535
37129,4.5,1248
37130,4.5,25386
37131,4.5,1457
37132,4.5,8892
37133,4.5,415
37134,4.5,695
37135,4.5,957
37136,4.5,2421
37137,4.5,151
37138,4.5,1
37139,4.5,76
37140,4.5,5926
37141,4.5,1598
37142,4.5,425
37143,4.5,7575
37144,4.5,9384
37145,4.5,5582
37146,4.5,150
37147,4.5,823
37148,4.5,1122
37149,4.5,212
37150,4.5,37150
37151,4.5,175
37152,4.5,37152
37153,4.5,1237
37154,4.5,66
37155,4.5,1248
37156,4.5,1
37157,4.5,36
37158,4.5,5926
37159,4.5,10747
37160,4.5,7645
37161,4.5,711
37162,4.5,1122
37163,4.5,2421
37164,4.5,1457
37165,4.5,5926
37166,4.5,12031
37167,4.5,85
37168,4.5,1662
37169,4.5,728
37170,4.5,2057
37171,4.5,882
37172,4.5,212
37173,4.5,3967
37174,4.5,2144
37175,4.5,538
37176,4.5,812
37177,4.5,1602
37178,4.5,1
37179,4.5,37180
37180,4.5,37180
37181,4.5,695
37182,4.5,37182
37183,4.5,415
37184,4.5,910
37185,4.5,1261
37186,4.5,37186
37187,4.5,695
37188,4.5,20
37189,4.5,775
37190,4.5,2421
37191,4.5,1422
37192,4.5,6194
37193,4.5,5926
37194,4.5,812
37195,4.5,15960
37196,4.5,695
37197,4.5,37197
37198,4.5,37198
37199,4.5,37198
37200,4.5,14687
37201,4.5,302
37202,4.5,7645
37203,4.5,1457
37204,4.5,728
37205,4.5,76
37206,4.5,507
37207,4.5,3743
37208,4.5,66
37209,4.5,695
37210,4.5,425
37211,4.5,17174
37212,4.5,345
37213,4.5,37213
37214,4.5,957
37215,4.5,421
37216,4.5,27478
37217,4.5,695
37218,4.5,3967
37219,4.5,2421
37220,4.5,16191
37221,4.5,37221
37222,4.5,6421
37223,4.5,35060
37224,4.5,17698
37225,4.5,97
37226,4.5,1237
37227,4.5,1345
37228,4.5,37228
37229,4.5,2421
37230,4.5,425
37231,4.5,1602
37232,4.5,697
37233,4.5,538
37234,4.5,1602
37235,4.5,1248
37236,4.5,1457
37237,4.5,8730
37238,4.5,37238
37239,4.5,7461
37240,4.5,695
37241,4.5,823
37242,4.5,1248
37243,4.5,957
37244,4.5,15539
37245,4.5,85
37246,4.5,1248
37247,4.5,1457
37248,4.5,3967
37249,4.5,728
37250,4.5,910
37251,4.5,796
37252,4.5,1
37253,4.5,3141
37254,4.5,487
37255,4.5,2089
37256,4.5,4351
37257,4.5,2421
37258,4.5,1070
37259,4.5,2775
37260,4.5,957
37261,4.5,70
37262,4.5,1602
37263,4.5,2421
37264,4.5,1063
37265,4.5,8434
37266,4.5,882
37267,4.5,812
37268,4.5,5562
37269,4.5,1472
37270,4.5,8127
37271,4.5,5870
37272,4.5,695
37273,4.5,37273
37274,4.5,5926
37275,4.5,910
37276,4.5,37277
37277,4.5,37276
37278,4.5,177
37279,4.5,85
37280,4.5,24263
37281,4.5,425
37282,4.5,957
37283,4.5,780
37284,4.5,5926
37285,4.5,695
37286,4.5,18022
37287,4.5,556
37288,4.5,882
37289,4.5,3141
37290,4.5,1248
37291,4.5,910
37292,4.5,2421
37293,4.5,556
37294,4.5,133
37295,4.5,37295
37296,4.5,823
37297,4.5,1122
37298,4.5,85
37299,4.5,425
37300,4.5,66
37301,4.5,425
37302,4.5,695
37303,4.5,421
37304,4.5,1261
37305,4.5,151
37306,4.5,910
37307,4.5,37307
37308,4.5,889
37309,4.5,170
37310,4.5,15920
37311,4.5,404
37312,4.5,8329
37313,4.5,1063
37314,4.5,85
37315,4.5,1790
37316,4.5,910
37317,4.5,7661
37318,4.5,37318
37319,4.5,404
37320,4.5,1602
37321,4.5,76
37322,4.5,5926
37323,4.5,37323
37324,4.5,910
37325,4.5,711
37326,4.5,695
37327,4.5,37327
37328,4.5,6155
37329,4.5,421
37330,4.5,457
37331,4.5,157
37332,4.5,7168
37333,4.5,1248
37334,4.5,1063
37335,4.5,425
37336,4.5,711
37337,4.5,150
37338,4.5,1261
37339,4.5,3141
37340,4.5,13165
37341,4.5,3141
37342,4.5,957
37343,4.5,37344
37344,4.5,37344
37345,4.5,12125
37346,4.5,1479
37347,4.5,1603
37348,4.5,1063
37349,4.5,5926
37350,4.5,16639
37351,4.5,1248
37352,4.5,2421
37353,4.5,15623
37354,4.5,957
37355,4.5,1
37356,4.5,2421
37357,4.5,400
37358,4.5,695
37359,4.5,2421
37360,4.5,212
37361,4.5,1261
37362,4.5,1063
37363,4.5,7021
37364,4.5,415
37365,4.5,1
37366,4.5,2421
37367,4.5,2421
37368,4.5,695
37369,4.5,1063
37370,4.5,2521
37371,4.5,2421
37372,4.5,425
37373,4.5,11635
37374,4.5,540
37375,4.5,4442
37376,4.5,70
37377,4.5,1122
37378,4.5,957
37379,4.5,12031
37380,4.5,1457
37381,4.5,695
37382,4.5,653
37383,4.5,13810
37384,4.5,415
37385,4.5,212
37386,4.5,812
37387,4.5,425
37388,4.5,70
37389,4.5,361
37390,4.5,653
37391,4.5,957
37392,4.5,540
37393,4.5,7645
37394,4.5,1603
37395,4.5,775
37396,4.5,812
37397,4.5,6730
37398,4.5,66
37399,4.5,11670
37400,4.5,1122
37401,4.5,37401
37402,4.5,910
37403,4.5,404
37404,4.5,127
37405,4.5,20037
37406,4.5,415
37407,4.5,2421
37408,4.5,882
37409,4.5,37409
37410,4.5,910
37411,4.5,5926
37412,4.5,1
37413,4.5,415
37414,4.5,302
37415,4.5,2421
37416,4.5,728
37417,4.5,425
37418,4.5,170
37419,4.5,3141
37420,4.5,882
37421,4.5,1122
37422,4.5,1602
37423,4.5,2421
37424,4.5,3967
37425,4.5,2421
37426,4.5,695
37427,4.5,7645
37428,4.5,85
37429,4.5,695
37430,4.5,2421
37431,4.5,3967
37432,4.5,1217
37433,4.5,695
37434,4.5,8791
37435,4.5,37435
37436,4.5,812
37437,4.5,812
37438,4.5,5926
37439,4.5,910
37440,4.5,37440
37441,4.5,30073
37442,4.5,695
37443,4.5,425
37444,4.5,775
37445,4.5,1602
37446,4.5,653
37447,4.5,2421
37448,4.5,37448
37449,4.5,1
37450,4.5,421
37451,4.5,170
37452,4.5,796
37453,4.5,12447
37454,4.5,1602
37455,4.5,1063
37456,4.5,957
37457,4.5,1022
37458,4.5,425
37459,4.5,1774
37460,4.5,910
37461,4.5,1602
37462,4.5,37462
37463,4.5,310
37464,4.5,5926
37465,4.5,400
37466,4.5,711
37467,4.5,70
37468,4.5,425
37469,4.5,2421
37470,4.5,34183
37471,4.5,11635
37472,4.5,695
37473,4.5,1261
37474,4.5,37474
37475,4.5,796
37476,4.5,2043
37477,4.5,1565
37478,4.5,351
37479,4.5,37479
37480,4.5,1229
37481,4.5,37481
37482,4.5,37481
37483,4.5,3967
37484,4.5,85
37485,4.5,85
37486,4.5,5926
37487,4.5,1552
37488,4.5,37488
37489,4.5,2201
37490,4.5,415
37491,4.5,1
37492,4.5,425
37493,4.5,83
37494,4.5,6297
37495,4.5,37495
37496,4.5,1
37497,4.5,4659
37498,4.5,1457
37499,4.5,3141
37500,4.5,780
37501,4.5,2421
37502,4.5,212
37503,4.5,2217
37504,4.5,37504
37505,4.5,487
37506,4.5,21431
37507,4.5,1602
37508,4.5,37509
37509,4.5,37508
37510,4.5,695
37511,4.5,421
37512,4.5,26776
37513,4.5,85
37514,4.5,775
37515,4.5,957
37516,4.5,70
37517,4.5,1261
37518,4.5,1602
37519,4.5,20
37520,4.5,22207
37521,4.5,812
37522,4.5,2421
37523,4.5,345
37524,4.5,425
37525,4.5,796
37526,4.5,212
37527,4.5,1457
37528,4.5,415
37529,4.5,1552
37530,4.5,1122
37531,4.5,1063
37532,4.5,85
37533,4.5,24748
37534,4.5,2382
37535,4.5,1217
37536,4.5,425
37537,4.5,474
37538,4.5,695
37539,4.5,1063
37540,4.5,882
37541,4.5,66
37542,4.5,1
37543,4.5,1565
37544,4.5,1
37545,4.5,1248
37546,4.5,66
37547,4.5,415
37548,4.5,425
37549,4.5,457
37550,4.5,1457
37551,4.5,736
37552,4.5,1248
37553,4.5,775
37554,4.5,73
37555,4.5,157
37556,4.5,10622
37557,4.5,20251
37558,4.5,775
37559,4.5,5926
37560,4.5,538
37561,4.5,66
37562,4.5,2421
37563,4.5,1565
37564,4.5,8434
37565,4.5,1457
37566,4.5,505
37567,4.5,457
37568,4.5,1122
37569,4.5,2421
37570,4.5,37570
37571,4.5,3788
37572,4.5,2078
37573,4.5,4774
37574,4.5,415
37575,4.5,812
37576,4.5,14900
37577,4.5,823
37578,4.5,37578
37579,4.5,2463
37580,4.5,3141
37581,4.5,108
37582,4.5,212
37583,4.5,2421
37584,4.5,1457
37585,4.5,37586
37586,4.5,37585
37587,4.5,415
37588,4.5,37588
37589,4.5,212
37590,4.5,38
37591,4.5,695
37592,4.5,89
37593,4.5,1063
37594,4.5,3141
37595,4.5,415
37596,4.5,85
37597,4.5,1602
37598,4.5,1576
37599,4.5,910
37600,4.5,2775
37601,4.5,2421
37602,4.5,2421
37603,4.5,2421
37604,4.5,1552
37605,4.5,212
37606,4.5,5926
37607,4.5,425
37608,4.5,2382
37609,4.5,3141
37610,4.5,1
37611,4.5,910
37612,4.5,882
37613,4.5,882
37614,4.5,37614
37615,4.5,3141
37616,4.5,37617
37617,4.5,37616
37618,4.5,3967
37619,4.5,37619
37620,4.5,212
37621,4.5,910
37622,4.5,930
37623,4.5,1
37624,4.5,1457
37625,4.5,2775
37626,4.5,425
37627,4.5,3967
37628,4.5,425
37629,4.5,2421
37630,4.5,1063
37631,4.5,66
37632,4.5,1261
37633,4.5,4946
37634,4.5,1602
37635,4.5,5926
37636,4.5,21555
37637,4.5,882
37638,4.5,21147
37639,4.5,425
37640,4.5,2421
37641,4.5,425
37642,4.5,415
37643,4.5,653
37644,4.5,1248
37645,4.5,1237
37646,4.5,31640
37647,4.5,775
37648,4.5,910
37649,4.5,695
37650,4.5,1971
37651,4.5,2719
37652,4.5,1598
37653,4.5,695
37654,4.5,823
37655,4.5,212
37656,4.5,404
37657,4.5,23503
37658,4.5,910
37659,4.5,10967
37660,4.5,2421
37661,4.5,1122
37662,4.5,910
37663,4.5,85
37664,4.5,1125
37665,4.5,2135
37666,4.5,212
37667,4.5,2775
37668,4.5,37668
37669,4.5,474
37670,4.5,3141
37671,4.5,37671
37672,4.5,695
37673,4.5,421
37674,4.5,2421
37675,4.5,37614
37676,4.5,1602
37677,4.5,1761
37678,4.5,1248
37679,4.5,1520
37680,4.5,5926
37681,4.5,3993
37682,4.5,2421
37683,4.5,2421
37684,4.5,212
37685,4.5,3141
37686,4.5,957
37687,4.5,695
37688,4.5,1229
37689,4.5,1122
37690,4.5,695
37691,4.5,4312
37692,4.5,540
37693,4.5,8330
37694,4.5,882
37695,4.5,15944
37696,4.5,474
37697,4.5,212
37698,4.5,3560
37699,4.5,37699
37700,4.5,36725
37701,4.5,910
37702,4.5,5926
37703,4.5,487
37704,4.5,37704
37705,4.5,5926
37706,4.5,3141
37707,4.5,1248
37708,4.5,7920
37709,4.5,212
37710,4.5,882
37711,4.5,6219
37712,4.5,208
37713,4.5,18663
37714,4.5,1535
37715,4.5,957
37716,4.5,775
37717,4.5,2775
37718,4.5,4159
37719,4.5,10030
37720,4.5,1602
37721,4.5,695
37722,4.5,151
37723,4.5,868
37724,4.5,37724
37725,4.5,507
37726,4.5,89
37727,4.5,5926
37728,4.5,882
37729,4.5,212
37730,4.5,302
37731,4.5,695
37732,4.5,212
37733,4.5,2421
37734,4.5,1457
37735,4.5,7645
37736,4.5,212
37737,4.5,212
37738,4.5,5710
37739,4.5,1122
37740,4.5,957
37741,4.5,3813
37742,4.5,3141
37743,4.5,5240
37744,4.5,1477
37745,4.5,85
37746,4.5,33437
37747,4.5,8333
37748,4.5,212
37749,4.5,29832
37750,4.5,3743
37751,4.5,85
37752,4.5,404
37753,4.5,957
37754,4.5,3967
37755,4.5,695
37756,4.5,2234
37757,4.5,1
37758,4.5,37758
37759,4.5,2144
37760,4.5,212
37761,4.5,2036
37762,4.5,2382
37763,4.5,10747
37764,4.5,3400
37765,4.5,212
37766,4.5,415
37767,4.5,882
37768,4.5,1477
37769,4.5,425
37770,4.5,695
37771,4.5,2421
37772,4.5,695
37773,4.5,69
37774,4.5,1125
37775,4.5,5926
37776,4.5,1122
37777,4.5,474
37778,4.5,2421
37779,4.5,85
37780,4.5,85
37781,4.5,711
37782,4.5,37782
37783,4.5,5559
37784,4.5,1063
37785,4.5,2421
37786,4.5,6697
37787,4.5,1457
37788,4.5,425
37789,4.5,487
37790,4.5,695
37791,4.5,415
37792,4.5,882
37793,4.5,2515
37794,4.5,76
37795,4.5,1122
37796,4.5,1598
37797,4.5,1457
37798,4.5,1457
37799,4.5,415
37800,4.5,76
37801,4.5,474
37802,4.5,2421
37803,4.5,2421
37804,4.5,37804
37805,4.5,425
37806,4.5,25377
37807,4.5,157
37808,4.5,150
37809,4.5,69
37810,4.5,812
37811,4.5,349
37812,4.5,400
37813,4.5,69
37814,4.5,1125
37815,4.5,5926
37816,4.5,3141
37817,4.5,415
37818,4.5,3473
37819,4.5,20249
37820,4.5,812
37821,4.5,910
37822,4.5,421
37823,4.5,1158
37824,4.5,957
37825,4.5,425
37826,4.5,1063
37827,4.5,882
37828,4.5,425
37829,4.5,133
37830,4.5,910
37831,4.5,957
37832,4.5,212
37833,4.5,9497
37834,4.5,487
37835,4.5,425
37836,4.5,415
37837,4.5,812
37838,4.5,2421
37839,4.5,3096
37840,4.5,425
37841,4.5,36563
37842,4.5,208
37843,4.5,425
37844,4.5,1602
37845,4.5,775
37846,4.5,212
37847,4.5,425
37848,4.5,212
37849,4.5,7645
37850,4.5,823
37851,4.5,507
37852,4.5,1552
37853,4.5,212
37854,4.5,2421
37855,4.5,556
37856,4.5,5926
37857,4.5,6403
37858,4.5,28670
37859,4.5,1261
37860,4.5,212
37861,4.5,425
37862,4.5,1333
37863,4.5,7645
37864,4.5,5926
37865,4.5,538
37866,4.5,507
37867,4.5,2043
37868,4.5,2421
37869,4.5,2421
37870,4.5,1457
37871,4.5,212
37872,4.5,4659
37873,4.5,212
37874,4.5,487
37875,4.5,12031
37876,4.5,796
37877,4.5,1248
37878,4.5,302
37879,4.5,695
37880,4.5,1122
37881,4.5,17349
37882,4.5,212
37883,4.5,10576
37884,4.5,2421
37885,4.5,5926
37886,4.5,1063
37887,4.5,991
37888,4.5,1
37889,4.5,212
37890,4.5,1
37891,4.5,5926
37892,4.5,3788
37893,4.5,1063
37894,4.5,212
37895,4.5,1602
37896,4.5,507
37897,4.5,2421
37898,4.5,11119
37899,4.5,695
37900,4.5,2222
37901,4.5,10375
37902,4.5,13525
37903,4.5,212
37904,4.5,66
37905,4.5,1248
37906,4.5,425
37907,4.5,66
37908,4.5,711
37909,4.5,76
37910,4.5,2421
37911,4.5,37911
37912,4.5,3967
37913,4.5,20
37914,4.5,1603
37915,4.5,812
37916,4.5,2775
37917,4.5,538
37918,4.5,1602
37919,4.5,3141
37920,4.5,1063
37921,4.5,3141
37922,4.5,1237
37923,4.5,37923
37924,4.5,6485
37925,4.5,538
37926,4.5,38607
37927,4.5,85
37928,4.5,18013
37929,4.5,1122
37930,4.5,425
37931,4.5,157
37932,4.5,37150
37933,4.5,3141
37934,4.5,3052
37935,4.5,3967
37936,4.5,910
37937,4.5,7414
37938,4.5,2421
37939,4.5,17300
37940,4.5,1229
37941,4.5,425
37942,4.5,212
37943,4.5,2421
37944,4.5,695
37945,4.5,212
37946,4.5,6518
37947,4.5,957
37948,4.5,76
37949,4.5,1
37950,4.5,1122
37951,4.5,212
37952,4.5,796
37953,4.5,812
37954,4.5,1345
37955,4.5,5926
37956,4.5,212
37957,4.5,212
37958,4.5,695
37959,4.5,1063
37960,4.5,5926
37961,4.5,1237
37962,4.5,1229
37963,4.5,1217
37964,4.5,1063
37965,4.5,780
37966,4.5,1457
37967,4.5,2382
37968,4.5,1566
37969,4.5,796
37970,4.5,2421
37971,4.5,415
37972,4.5,415
37973,4.5,1
37974,4.5,2421
37975,4.5,2421
37976,4.5,1598
37977,4.5,1602
37978,4.5,1602
37979,4.5,653
37980,4.5,1248
37981,4.5,1457
37982,4.5,695
37983,4.5,11814
37984,4.5,695
37985,4.5,85
37986,4.5,37986
37987,4.5,695
37988,4.5,151
37989,4.5,5926
37990,4.5,295
37991,4.5,2421
37992,4.5,37992
37993,4.5,6312
37994,4.5,13165
37995,4.5,1261
37996,4.5,2421
37997,4.5,1063
37998,4.5,1237
37999,4.5,9456
38000,4.5,425
38001,4.5,1248
38002,4.5,695
38003,4.5,38003
38004,4.5,295
38005,4.5,2421
38006,4.5,1
38007,4.5,4640
38008,4.5,425
38009,4.5,1217
38010,4.5,1063
38011,4.5,457
38012,4.5,38012
38013,4.5,39151
38014,4.5,1063
38015,4.5,19382
38016,4.5,3141
38017,4.5,425
38018,4.5,10565
38019,4.5,1457
38020,4.5,425
38021,4.5,2775
38022,4.5,1261
38023,4.5,1122
38024,4.5,2036
38025,4.5,695
38026,4.5,1565
38027,4.5,1602
38028,4.5,728
38029,4.5,66
38030,4.5,685
38031,4.5,1602
38032,4.5,2421
38033,4.5,12576
38034,4.5,2221
38035,4.5,8329
38036,4.5,3141
38037,4.5,28701
38038,4.5,812
38039,4.5,695
38040,4.5,1248
38041,4.5,7509
38042,4.5,1248
38043,4.5,415
38044,4.5,1602
38045,4.5,38044
38046,4.5,2421
38047,4.5,3141
38048,4.5,1125
38049,4.5,3967
38050,4.5,823
38051,4.5,474
38052,4.5,212
38053,4.5,415
38054,4.5,70
38055,4.5,6430
38056,4.5,11790
38057,4.5,1751
38058,4.5,1751
38059,4.5,425
38060,4.5,1237
38061,4.5,2169
38062,4.5,3141
38063,4.5,38063
38064,4.5,4587
38065,4.5,695
38066,4.5,2421
38067,4.5,212
38068,4.5,85
38069,4.5,2549
38070,4.5,11326
38071,4.5,212
38072,4.5,695
38073,4.5,425
38074,4.5,1248
38075,4.5,1063
38076,4.5,3568
38077,4.5,695
38078,4.5,1
38079,4.5,1971
38080,4.5,36
38081,4.5,1063
38082,4.5,1063
38083,4.5,212
38084,4.5,5240
38085,4.5,1602
38086,4.5,957
38087,4.5,3560
38088,4.5,85
38089,4.5,421
38090,4.5,796
38091,4.5,2421
38092,4.5,695
38093,4.5,823
38094,4.5,85
38095,4.5,1
38096,4.5,425
38097,4.5,170
38098,4.5,170
38099,4.5,1063
38100,4.5,425
38101,4.5,16716
38102,4.5,1063
38103,4.5,425
38104,4.5,5926
38105,4.5,425
38106,4.5,212
38107,4.5,1565
38108,4.5,796
38109,4.5,425
38110,4.5,1237
38111,4.5,910
38112,4.5,421
38113,4.5,7645
38114,4.5,2421
38115,4.5,38115
38116,4.5,212
38117,4.5,882
38118,4.5,2421
38119,4.5,812
38120,4.5,157
38121,4.5,8742
38122,4.5,415
38123,4.5,695
38124,4.5,2421
38125,4.5,1237
38126,4.5,14707
38127,4.5,457
38128,4.5,1122
38129,4.5,1602
38130,4.5,5926
38131,4.5,2775
38132,4.5,3141
38133,4.5,1457
38134,4.5,4242
38135,4.5,38136
38136,4.5,38135
38137,4.5,400
38138,4.5,882
38139,4.5,1602
38140,4.5,133
38141,4.5,1122
38142,4.5,400
38143,4.5,12364
38144,4.5,1
38145,4.5,85
38146,4.5,38146
38147,4.5,38147
38148,4.5,212
38149,4.5,415
38150,4.5,34176
38151,4.5,5253
38152,4.5,151
38153,4.5,421
38154,4.5,695
38155,4.5,695
38156,4.5,73
38157,4.5,2421
38158,4.5,157
38159,4.5,8493
38160,4.5,882
38161,4.5,38161
38162,4.5,7668
38163,4.5,7883
38164,4.5,3407
38165,4.5,695
38166,4.5,910
38167,4.5,1125
38168,4.5,425
38169,4.5,2775
38170,4.5,415
38171,4.5,20
38172,4.5,11532
38173,4.5,34135
38174,4.5,695
38175,4.5,2421
38176,4.5,415
38177,4.5,1596
38178,4.5,38178
38179,4.5,457
38180,4.5,425
38181,4.5,1602
38182,4.5,85
38183,4.5,4710
38184,4.5,4710
38185,4.5,2763
38186,4.5,9727
38187,4.5,3141
38188,4.5,2699
38189,4.5,85
38190,4.5,1063
38191,4.5,1477
38192,4.5,1063
38193,4.5,507
38194,4.5,1602
38195,4.5,1063
38196,4.5,3181
38197,4.5,711
38198,4.5,695
38199,4.5,2943
38200,4.5,6461
38201,4.5,2421
38202,4.5,1552
38203,4.5,212
38204,4.5,1217
38205,4.5,295
38206,4.5,302
38207,4.5,695
38208,4.5,3141
38209,4.5,1122
38210,4.5,910
38211,4.5,1602
38212,4.5,38212
38213,4.5,1333
38214,4.5,5343
38215,4.5,38216
38216,4.5,38215
38217,4.5,1602
38218,4.5,775
38219,4.5,85
38220,4.5,38220
38221,4.5,3141
38222,4.5,2421
38223,4.5,69
38224,4.5,85
38225,4.5,5215
38226,4.5,5926
38227,4.5,1248
38228,4.5,425
38229,4.5,7883
38230,4.5,695
38231,4.5,415
38232,4.5,3141
38233,4.5,889
38234,4.5,212
38235,4.5,38235
38236,4.5,69
38237,4.5,15946
38238,4.5,345
38239,4.5,212
38240,4.5,695
38241,4.5,212
38242,4.5,36770
38243,4.5,556
38244,4.5,2421
38245,4.5,2421
38246,4.5,695
38247,4.5,2421
38248,4.5,38248
38249,4.5,85
38250,4.5,556
38251,4.5,538
38252,4.5,26762
38253,4.5,1248
38254,4.5,212
38255,4.5,1
38256,4.5,1457
38257,4.5,73
38258,4.5,695
38259,4.5,212
38260,4.5,5926
38261,4.5,3967
38262,4.5,1
38263,4.5,575
38264,4.5,38264
38265,4.5,507
38266,4.5,11321
38267,4.5,400
38268,4.5,5926
38269,4.5,711
38270,4.5,1602
38271,4.5,1261
38272,4.5,1457
38273,4.5,2043
38274,4.5,94
38275,4.5,775
38276,4.5,345
38277,4.5,13117
38278,4.5,425
38279,4.5,85
38280,4.5,1457
38281,4.5,212
38282,4.5,1602
38283,4.5,151
38284,4.5,4159
38285,4.5,76
38286,4.5,3046
38287,4.5,7645
38288,4.5,882
38289,4.5,38289
38290,4.5,507
38291,4.5,910
38292,4.5,3141
38293,4.5,2421
38294,4.5,425
38295,4.5,404
38296,4.5,695
38297,4.5,404
38298,4.5,212
38299,4.5,3141
38300,4.5,18022
38301,4.5,29566
38302,4.5,1598
38303,4.5,1602
38304,4.5,13165
38305,4.5,7645
38306,4.5,796
38307,4.5,38307
38308,4.5,1598
38309,4.5,15190
38310,4.5,1063
38311,4.5,38311
38312,4.5,2421
38313,4.5,3622
38314,4.5,16639
38315,4.5,345
38316,4.5,212
38317,4.5,36
38318,4.5,1457
38319,4.5,20985
38320,4.5,25039
38321,4.5,212
38322,4.5,1603
38323,4.5,1457
38324,4.5,1602
38325,4.5,695
38326,4.5,507
38327,4.5,1602
38328,4.5,695
38329,4.5,796
38330,4.5,5127
38331,4.5,212
38332,4.5,15623
38333,4.5,3141
38334,4.5,505
38335,4.5,695
38336,4.5,425
38337,4.5,16557
38338,4.5,812
38339,4.5,260
38340,4.5,9727
38341,4.5,1248
38342,4.5,1565
38343,4.5,812
38344,4.5,796
38345,4.5,415
38346,4.5,2775
